ID,Master.Protein.Accessions,LOC,pepSize,XM,geneID,gene_coords,Marker,Refseq_Description,HumanGene,signalP,Pfam,KEGG,Panther,Expal_4.5.PCA.Dim.1,Expal_4.5.PCA.Dim.2,Expal_4.5.PCA.Dim.3,Expal_4.5.PCA.Dim.4,Expal_4.5.PCA.Dim.5,Expal_4.5.PCA.Dim.6,Expal_4.5.tSNE.Dim.1,Expal_4.5.tSNE.Dim.2,Expal_4.5.umap.Dim.1,Expal_4.5.umap.Dim.2
Host,XP_028517482.1,LOC110248662,594,XM_028661681.1,110248662,NW_018384322.1:805251-814518,,calnexin,CLGN,SP(Sec/SPI),Calreticulin_(83-453),K08054:CANX;_calnexin,PTHR11073:SF7::CALMEGIN,-2.523386984,0.157842142,2.186751361,0.96771723,0.075310376,-0.400508711,27.52017248,65.18082328,6.856156431,-8.151975938
Host,XP_028517479.1,LOC110247637,320,XM_028661678.1,110247637,NW_018387793.1:1112535-1122785,,serine/arginine-rich_splicing_factor_7,SRSF3,-,RRM_1_(6-71);RRM_5_(17-78);RRM_1_(175-236);RRM_5_(193-254),"K12892:SRSF3,_SFRS3;_serine/arginine-rich_splicing_factor_3",PTHR23147:SF253::RRM_DOMAIN-CONTAINING_PROTEIN,-2.211976328,0.116882404,0.226841527,-4.035866025,-0.105074875,-0.10011157,113.9529535,84.64671959,4.70722939,-10.83430356
Host,XP_028517475.1,LOC110231150,1023,XM_028661674.1,110231150,NW_018384101.1:1541874-1562925,,UPF0577_protein_KIAA1324-like,ELAP2,SP(Sec/SPI),GBD_ELAPOR1-like_3rd_(103-263);TNFR_ELAPOR1_6th_(375-414);GBD_ELAPOR1_(416-581);Ephrin_rec_like_(602-643);MRH_ELAPOR1_9th_(661-843);ELAPOR1_C_(846-880),-,PTHR22727:SF15::PROTEIN_CBG13728,-3.717379389,0.789761396,3.296973781,4.516424768,-0.171943623,-3.259073675,51.54635733,36.09351751,6.856970081,-8.089931187
Host,XP_028517466.1,LOC110247611,2438,XM_028661665.1,110247611,NW_018387793.1:37947-68657,,"eIF-2-alpha_kinase_activator_GCN1,_partial",GCN1,-,GNC1_N_(187-320);HEAT_EF3_N_(1159-1326);HEAT_EF3_GNC1_(1364-1449);HEAT_(1423-1452);HEAT_EF3_N_(1478-1609);HEAT_GCN1_(1840-2021);HEAT_EZ_(2084-2135),-,PTHR23346:SF7::EIF-2-ALPHA_KINASE_ACTIVATOR_GCN1,-2.766939551,0.568590573,-0.380102214,-0.446597212,0.721563025,1.040209936,74.35421001,65.6286583,6.327991115,-10.34575558
Host,XP_028517464.1,LOC110247563,648,XM_028661663.1,110247563,NW_018387793.1:768900-778170,,allene_oxide_synthase-lipoxygenase_protein,-,SP(Sec/SPI),Lipoxygenase_(293-547),-,PTHR11771:SF64::LIPOXYGENASE_DOMAIN-CONTAINING_PROTEIN,-5.063024712,-1.104806596,-2.257483962,-2.877799865,-2.160775251,0.504353771,122.3860375,47.32458521,4.228324388,-10.02333197
Host,XP_028517338.1,LOC110247128,1003,XM_028661537.1,110247128,NW_018387668.1:88278-110288,,glutamyl_aminopeptidase_isoform_X2,-,-,Peptidase_M1_N_(117-301);Peptidase_M1_(337-557);ERAP1_C_(642-964),"K11141:ENPEP,_CD249;_glutamyl_aminopeptidase_[EC:3.4.11.7]",PTHR11533::PROTEASE_M1_ZINC_METALLOPROTEASE,-2.593476684,0.362333429,-1.876117207,0.990602201,0.344697017,-0.664494154,61.67856614,33.16452275,6.915046843,-9.786331774
Host,XP_028517320.1,LOC110247098,2569,XM_028661519.1,110247098,NW_018387638.1:67902-84733,,LOW_QUALITY_PROTEIN:_-,-,-,VWA_(626-799);VWA_2_(627-739);VWA_3_(663-779);Laminin_G_3_(1354-1498);Laminin_G_3_(1562-1707);VWA_(1789-1945);VWA_3_(1789-1936);VWA_2_(1790-1898);Laminin_G_3_(2035-2183);Laminin_G_3_(2274-2412),-,PTHR47635:SF1::CUB_DOMAIN-CONTAINING_PROTEIN,-3.99380987,0.518207298,0.128552711,-2.51321151,-1.092036962,0.149407653,121.6231601,40.12145199,4.567756542,-8.984424476
Host,XP_028517299.1,LOC110247027,2512,XM_028661498.1,110247027,NW_018387598.1:86383-132160,,LOW_QUALITY_PROTEIN:_talin-2-like,TLN2,-,FERM_f0_(3-83);RA_2_(89-131);FERM_N_(91-138);FERM_M_(214-324);IRS_(324-411);Talin_middle_(511-674);Talin_VBS2_(820-931);Talin_IBS2B_(820-926);Talin_R4_(939-1063);Talin_IBS2B_(1067-1228);TLN1-like_RS_(1068-1224);TLN1-like_RS_(1233-1375);Talin_IBS2B_(1484-1601);TLN1-like_RS_(1679-1843);VBS_(1877-2000);I_LWEQ_(2352-2394);I_LWEQ_(2434-2506),K06271:TLN;_talin,PTHR19981::TALIN,-4.342889102,-0.031572323,-0.035530656,-0.387148874,0.007915538,-0.5927544,92.58092625,57.7289058,5.487941465,-9.614738723
Host,XP_028517172.1,LOC110246663,786,XM_028661371.1,110246663,NW_018387439.1:28950-38750,,spermatogenesis-associated_protein_20,SPT20,-,Thioredox_DsbH_(61-222);Thioredoxin_7_(81-145),-,PTHR42899:SF1::SPERMATOGENESIS-ASSOCIATED_PROTEIN_20,-3.960763667,0.277569917,-1.063239006,-1.882311359,-0.362674795,-0.031440605,103.3111728,57.38218947,4.71600688,-10.05002546
Host,XP_028517162.1,LOC114575809,79,XM_028661361.1,114575809,NW_018387430.1:75560-76005,,troponin_C-like,-,-,EF-hand_1_(19-45);EF-hand_6_(19-46);EF-hand_7_(20-74);EF-hand_5_(21-42),-,-,-3.022826452,1.843681388,3.184097657,-0.486021545,1.373075004,-0.65964438,32.56477439,74.62326929,6.687960995,-7.806705525
Host,XP_028517159.1,LOC110246655,413,XM_028661358.1,110246655,NW_018387430.1:67917-73748,,plastin-1,-,-,CH_(2-69);CH_(100-206);CH_(294-397),K17336:PLS3;_plastin-3,PTHR19961:SF32::PLASTIN-3,-4.978381823,0.17634689,-0.503794909,-0.651685165,-0.922117409,-0.680933182,93.42721073,61.74678631,5.237899066,-9.669877564
Host,XP_028517151.1,LOC110246590,1876,XM_028661350.1,110246590,NW_018387400.1:497351-553128,,-,CTND2,-,PLAT_(350-454);PLAT_(477-581);PLAT_(602-711);PLAT_(897-1003);PLAT_(1019-1125);PLAT_(1143-1252);Arm_(1300-1337);Arm_(1343-1383),K23491:CTNND2;_catenin_delta-2,PTHR45901::PROTEIN_CBG12474,-3.821440209,-0.31824842,-0.098043747,0.184521781,-0.375790888,1.56017302,100.2641506,53.80283192,5.622690501,-9.621984872
Host,XP_028517120.1,LOC110246508,408,XM_028661319.1,110246508,NW_018387379.1:19458-45629,,nucleolysin_TIAR_isoform_X1,TIAR,-,RRM_1_(12-79);RRM_1_(100-170);RRM_5_(204-255);RRM_1_(205-261),"K13201:TIA1,_TIAL1;_nucleolysin_TIA-1/TIAR",PTHR47640:SF5::RRM_DOMAIN-CONTAINING_PROTEIN-RELATED,-3.350721329,0.770741876,1.059619736,-1.45422367,-0.023187439,-0.113287302,81.68957474,74.21964962,5.503340971,-9.453879714
Host,XP_028516942.1,LOC110246127,909,XM_028661141.1,110246127,NW_018387216.1:339395-357688,,tripeptidyl-peptidase_2,TPP2,-,Peptidase_S8_(33-443);TPPII_(445-630),K01280:TPP2;_tripeptidyl-peptidase_II_[EC:3.4.14.10],PTHR43806:SF14::TRIPEPTIDYL-PEPTIDASE_2,-4.376063829,1.213893838,-2.227714291,-1.426943055,-0.076463831,0.062814834,112.1441014,43.57818227,4.389526335,-9.832913442
Host,XP_028516916.1,LOC110245945,3578,XM_028661115.1,110245945,NW_018384289.1:357493-408045,,-,-,SP(Sec/SPI),ShK_(397-432);Lectin_C_(1967-2069);Lectin_C_(2096-2196);Laminin_G_3_(2295-2440);Laminin_G_3_(2525-2658);PA14_(2713-2792);PA14_(2877-2960);Laminin_G_3_(3060-3208);EGF_(3276-3309);WSC_(3367-3446);PLAT_(3461-3571),-,PTHR47635:SF1::CUB_DOMAIN-CONTAINING_PROTEIN,-3.181775002,0.451121315,2.573423476,-2.458396281,-1.530196193,0.570671272,45.45168474,99.86728014,5.350729048,-8.413186617
Host,XP_028516885.1,LOC110245845,838,XM_028661084.1,110245845,NW_018387122.1:683411-707713,,AP-1_complex_subunit_gamma-1,AP1G1,-,Adaptin_N_(23-572);Cnd1_(120-281);Alpha_adaptinC2_(725-835),K12391:AP1G1;_AP-1_complex_subunit_gamma-1,PTHR22780:SF29::AP-1_COMPLEX_SUBUNIT_GAMMA,-3.314352421,0.250588581,-1.368288595,-1.171736518,0.765247355,0.733126432,81.46379496,62.95884312,5.826527505,-10.59529341
Host,XP_028516854.1,LOC110245722,107,XM_028661053.1,110245722,NW_018387085.1:5156-15156,,-,-,-,-,-,PTHR16861:SF4::OPY2_DOMAIN-CONTAINING_PROTEIN,-2.801024247,-0.539094888,-0.68606366,3.942914269,0.285363872,-0.046916493,53.03291918,25.28436042,7.891860066,-8.894654828
Host,XP_028516779.1,LOC110245835,106,XM_028660978.1,110245835,NW_018384289.1:246265-247986,,60S_ribosomal_protein_L44,RL36A,-,Ribosomal_L44_(19-94),"K02929:RP-L44e,_RPL44;_large_subunit_ribosomal_protein_L44e",PTHR10369:SF38::60S_RIBOSOMAL_PROTEIN_L44-LIKE,-3.959126325,-0.386454889,0.727796723,-0.241573265,-1.124390712,0.387608093,62.54095668,49.55109522,6.157545669,-9.09044615
Host,XP_028516754.1,LOC110245354,1372,XM_028660953.1,110245354,NW_018386935.1:158536-179369,,enhancer_of_mRNA-decapping_protein_4,EDC4,-,Ge1_WD40_(128-411);WD40_(305-339);EDC4_C_(1243-1362),K12616:EDC4;_enhancer_of_mRNA-decapping_protein_4,PTHR15598:SF5::ENHANCER_OF_MRNA-DECAPPING_PROTEIN_4,-3.040504228,-0.29681322,-1.030073547,-0.59864622,1.387761966,0.713831912,79.56442522,39.38307408,6.662188347,-10.4686396
Host,XP_028516734.1,LOC110245265,1282,XM_028660933.1,110245265,NW_018386934.1:529537-549948,,fibronectin_type_III_domain-containing_protein,-,SP(Sec/SPI),Ig_3_(41-108);I-set_(44-122);Ig_3_(345-419);I-set_(347-431);Ig_2_(352-429);ig_(447-516);Ig_2_(447-511);Ig_3_(447-509);I-set_(449-517);fn3_(835-939);Bravo_FIGEY_(1184-1265),K06756:NRCAM;_neuronal_cell_adhesion_molecule,PTHR44170:SF15::NEURONAL_CELL_ADHESION_MOLECULE,-4.063579637,0.817499651,-3.423542365,-0.116526599,-0.695044022,1.615939387,93.12556659,83.73256237,5.287590218,-10.64640677
Host,XP_028516730.1,LOC110245255,153,XM_028660929.1,110245255,NW_018386934.1:233774-236410,,metalloreductase_STEAP4,-,-,2-Hacid_dh_C_(3-70);KARI_N_(3-89);F420_oxidored_(8-96),K19876:STEAP4;_metalloreductase_STEAP4_[EC:1.16.1.-],PTHR14239:SF0::F420-DEPENDENT_NADP_REDUCTASE,-3.315922971,0.285842683,2.670797951,2.933202701,0.157776124,1.35109619,42.61515548,24.48015973,7.564313246,-7.869170163
Host,XP_028516713.1,LOC110245217,497,XM_028660912.1,110245217,NW_018386919.1:48031-51497,,"succinate-semialdehyde_dehydrogenase,_mitochondrial",SSDH,-,Aldedh_(29-490),K00139:ALDH5A1;_succinate-semialdehyde_dehydrogenase_[EC:1.2.1.24],"PTHR43353:SF5::SUCCINATE-SEMIALDEHYDE_DEHYDROGENASE,_MITOCHONDRIAL",-3.962040292,-1.279459996,-1.6675913,-0.826353967,-0.779780241,0.253906543,93.08593295,47.19680823,5.349014681,-10.58645283
Host,XP_028516694.1,LOC110245133,828,XM_028660893.1,110245133,NW_018386892.1:177280-192981,,ubiquitin_carboxyl-terminal_hydrolase_5,UBP5,-,zf-UBP_var_(51-114);zf-UBP_(230-303);UCH_(347-824);UBA_(645-681);UBA_7_(646-693);UBA_(710-745);UBA_7_(711-751),"K11836:USP5_13,_UBP14;_ubiquitin_carboxyl-terminal_hydrolase_5/13_[EC:3.4.19.12]",PTHR24006:SF655::UBIQUITIN_CARBOXYL-TERMINAL_HYDROLASE_5,-3.648650746,-1.484923933,-0.181940319,0.582238233,-1.47893912,-0.344517562,85.32671289,81.22411663,5.718906682,-9.518299025
Host,XP_028516671.1,LOC110245092,773,XM_028660870.1,110245092,NW_018386860.1:105565-117553,,ovotransferrin,TRFE,SP(Sec/SPI),Transferrin_(24-352);Transferrin_(411-736),"K06569:MFI2,_CD228;_melanoma-associated_antigen_p97",PTHR11485:SF29::LD22449P,-3.350597479,-0.861841011,2.5002691,1.863249539,0.774877225,0.368897315,41.9714733,62.8571267,7.38413115,-7.862977891
Host,XP_028516665.1,LOC110245062,759,XM_028660864.1,110245062,NW_018386849.1:104643-110800,,-,-,-,Mab-21_(61-260);Mab-21_C_(270-364);Mab-21_(447-633);Mab-21_C_(644-725),-,PTHR10656::CELL_FATE_DETERMINING_PROTEIN_MAB21-RELATED,-1.923838777,0.305988517,-0.614645727,0.308052452,1.079598481,2.051587356,21.43515976,26.44800126,7.969659447,-9.733811194
Host,XP_028516636.1,LOC110245031,447,XM_028660835.1,110245031,NW_018386849.1:123918-135235,,zinc_finger_CCCH_domain-containing_protein_13_isoform_X1,-,-,-,-,-,-4.845046476,-1.125711974,0.807526162,1.461340926,0.342993924,-1.579562138,45.09365242,73.99674716,6.451553405,-8.32279772
Host,XP_028516596.1,LOC110244955,549,XM_028660795.1,110244955,NW_018386840.1:486037-494476,,MAGUK_p55_subfamily_member_6_isoform_X1,PALS2,-,L27_(74-120);PDZ_(145-218);SH3_2_(231-293);SH3_1_(253-288);Guanylate_kin_(347-535),K24048:MPP2_6;_MAGUK_p55_subfamily_member_2/6,PTHR23122:SF45::MAGUK_P55_SUBFAMILY_MEMBER_6,-3.123078886,0.720672493,0.870770536,0.513013976,-0.285393781,0.433128384,49.06682063,40.34548177,6.646798069,-8.969842729
Host,XP_028516569.1,LOC110244833,548,XM_028660768.1,110244833,NW_018386839.1:1046889-1058621,,syntaxin-binding_protein_1,STXB1,-,Sec1_(27-540),"K15292:STXBP1,_MUNC18-1;_syntaxin-binding_protein_1",PTHR11679:SF27::SYNTAXIN-BINDING_PROTEIN_2,-1.719336151,1.785679092,1.264030227,-0.961313684,0.779436376,1.510799589,29.00320078,28.52367154,7.572631428,-9.161959747
Host,XP_028516550.1,LOC110244794,341,XM_028660749.1,110244794,NW_018386839.1:51935-55971,,-,-,-,FAM124_(98-337),-,PTHR14715:SF7::SUBFAMILY_NOT_NAMED,-1.022962883,1.790759245,1.56075924,0.88878284,0.617151821,0.538652348,38.16805779,34.79739661,7.764472799,-9.053526142
Host,XP_028516548.1,LOC110244877,774,XM_028660747.1,110244877,NW_018384278.1:165882-176599,,coatomer_subunit_gamma-2,COPG1,-,Adaptin_N_(58-431);COP-gamma_platf_(513-658);Coatomer_g_Cpla_(661-773),K17267:COPG;_coatomer_subunit_gamma,PTHR10261:SF4::COATOMER_SUBUNIT_GAMMA-2,-3.730491251,0.340769374,-1.027342035,0.870041409,-0.388789407,0.115030205,75.64726091,44.85566087,6.373865743,-10.24991703
Host,XP_028516459.1,LOC110244465,902,XM_028660658.1,110244465,NW_018386749.1:346528-361325,,glutamine--tRNA_ligase,SYQ,-,tRNA_synt_1c_R1_(31-188);tRNA_synt_1c_R2_(192-225);tRNA_synt_1c_R1_(218-264);tRNA_synt_1c_R2_(268-357);tRNA-synt_1c_(368-666);tRNA-synt_1c_C_(669-769);tRNA-synt_1c_C2_(781-856),"K01886:QARS,_glnS;_glutaminyl-tRNA_synthetase_[EC:6.1.1.18]",PTHR43097:SF2::GLUTAMINE--TRNA_LIGASE,-3.761256344,-1.003287332,0.524389619,-0.135571016,-0.65013963,0.153964731,78.55803958,85.43384341,5.573915224,-10.92688376
Host,XP_028516322.1,LOC110244036,476,XM_028660521.1,110244036,NW_018386618.1:18313-30204,,kynurenine--oxoglutarate_transaminase_3,KAT3,-,Aminotran_1_2_(84-459);Cys_Met_Meta_PP_(109-266);DegT_DnrJ_EryC1_(154-264),K00816:CCBL;_kynurenine---oxoglutarate_transaminase_/_cysteine-S-conjugate_beta-lyase_/_glutamine---phenylpyruvate_transaminase_[EC:2.6.1.7_4.4.1.13_2.6.1.64],PTHR43807:SF21::CYSTEINE-S-CONJUGATE_BETA-LYASE_2,-4.153197294,0.289610195,-0.976785988,-0.379865686,-0.769122596,0.052538561,89.22155142,48.34771536,5.666710835,-10.04954844
Host,XP_028516302.1,LOC110243989,466,XM_028660501.1,110243989,NW_018386599.1:117875-131820,,"apoptosis-inducing_factor_3,_partial",AIFM3,-,Rieske_(67-150);Pyr_redox_2_(190-461);Pyr_redox_3_(280-458);Pyr_redox_(327-408),K22747:AIFM3;_apoptosis-inducing_factor_3,PTHR43557:SF7::RIESKE_DOMAIN-CONTAINING_PROTEIN,-3.701791066,-0.249167025,1.440760671,-0.157172079,-0.939704453,0.635752229,58.22646989,74.9874889,6.098428951,-8.730779396
Host,XP_028516253.1,LOC110243821,652,XM_028660452.1,110243821,NW_018386561.1:482490-503879,,"fucose-1-phosphate_guanylyltransferase,_partial",FPGT,-,Fucose_pyrophosphorylase_(109-274);Fucose_pyrophosphorylase_(276-338);Fucose_pyrophosphorylase_(344-542);Fucose_pyrophosphorylase_(542-624),K00976:FPGT;_fucose-1-phosphate_guanylyltransferase_[EC:2.7.7.30],PTHR15045::FUCOSE-1-PHOSPHATE_GUANYLYLTRA:SFERASE,-3.389376768,0.388163508,0.425359833,-0.458047945,0.499112205,1.195708547,64.22798185,81.0386269,6.194103114,-10.49528489
Host,XP_028516240.1,LOC110243781,303,XM_028660439.1,110243781,NW_018386552.1:74997-91577,,-,-,SP(Sec/SPI),-,-,PTHR16059:SF25::VWFA_DOMAIN-CONTAINING_PROTEIN,-1.365356386,-4.41917732,-2.132517239,1.877375779,2.47475163,2.733933448,4.301152628,42.02404274,8.473471693,-10.04808119
Host,XP_028516225.1,LOC110243717,472,XM_028660424.1,110243717,NW_018386533.1:85101-90816,,-,-,-,TPP_enzyme_N_(83-190);TPP_enzyme_C_(316-440),K09459:E4.1.1.82;_phosphonopyruvate_decarboxylase_[EC:4.1.1.82],PTHR42818::SULFOPYRUVATE_DECARBOXYLASE_SUBUNIT_ALPHA,-2.147703644,0.599000965,2.678076839,0.618995614,0.718639588,-0.539356784,24.96930641,61.38816531,7.341571307,-8.452416499
Host,XP_028516224.1,LOC110243716,4302,XM_028660423.1,110243716,NW_018386533.1:62986-82456,,-,-,-,AAA_5_(1737-1823),K22754:RNF213;_E3_ubiquitin-protein_ligase_RNF213_[EC:2.3.2.27],"PTHR22605:SF1::AAA+_ATPASE,_CORE_DOMAIN-CONTAINING_PROTEIN",-2.526709346,-0.183836258,-0.475341598,-1.0664962,0.89606196,0.685893573,76.95448926,65.87861267,5.981559606,-10.58860405
Host,XP_028516181.1,LOC110243551,863,XM_028660380.1,110243551,NW_018386474.1:91838-97450,,-,-,SP(Sec/SPI),CBM_14_(48-100);CBM_14_(108-159);CBM_14_(185-236);CBM_14_(260-311);CBM_14_(336-387);CBM_14_(407-458);CBM_14_(524-575);CBM_14_(599-650);CBM_14_(675-726);CBM_14_(746-797);CBM_14_(810-861),-,PTHR23301:SF79::FI03257P-RELATED,-3.207840391,-5.288311329,0.840755247,-0.907922509,2.532887075,-0.841773977,6.161477154,61.28034693,8.16734598,-9.997689976
Host,XP_028516173.1,LOC110243536,1196,XM_028660372.1,110243536,NW_018386473.1:642088-654392,,protein_transport_protein_Sec24A,SC24B,-,zf-Sec23_Sec24_(571-603);Sec23_trunk_(613-841);Sec23_BS_(846-930);Sec23_helical_(941-1038);Gelsolin_(1068-1141),K14007:SEC24;_protein_transport_protein_SEC24,PTHR13803:SF1::PROTEIN_TRANSPORT_PROTEIN_SEC24A,-3.113434129,0.623911128,-0.847640543,-0.363279239,-0.532860567,-0.158749092,85.08385161,58.00336707,5.515145585,-10.39716903
Host,XP_028516162.1,LOC110243500,1144,XM_028660361.1,110243500,NW_018386473.1:57530-68876,,plasma_membrane_calcium-transporting_ATPase_3_isoform_X2,AT2B3,-,Cation_ATPase_N_(54-121);E1-E2_ATPase_(180-280);E1-E2_ATPase_(328-422);Cation_ATPase_(496-587);Hydrolase_(635-783);Hydrolase_3_(757-815);Cation_ATPase_C_(854-1032);ATP_Ca_trans_C_(1069-1092),K05850:ATP2B;_P-type_Ca2+_transporter_type_2B_[EC:7.2.2.10],PTHR24093:SF245::PLASMA_MEMBRANE_CALCIUM-TRANSPORTING_ATPASE_1,-0.442176782,1.478058017,1.365053157,-0.024047653,1.296099325,0.296664737,16.21795131,17.98877396,8.268509476,-8.920739758
Host,XP_028516154.1,LOC110243489,190,XM_028660353.1,110243489,NW_018386473.1:836573-839524,,H/ACA_ribonucleoprotein_complex_subunit_1,GAR1,-,Gar1_(38-122),"K11128:GAR1,_NOLA1;_H/ACA_ribonucleoprotein_complex_subunit_1",PTHR23237:SF10::H/ACA_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_1,-3.935856432,0.006669781,-2.41035015,-1.623351304,-1.164613177,1.256313159,95.60282886,49.40956785,5.214103755,-10.42805044
Host,XP_028516145.1,LOC110243421,868,XM_028660344.1,110243421,NW_018386473.1:616983-637450,,voltage-dependent_calcium_channel_subunit_alpha-2/delta-4,-,-,VWA_N_(115-197);VWA_(223-415);VGCC_alpha2_(666-866),-,PTHR10166::VOLTAGE-DEPENDENT_CALCIUM_CHANNEL_SUBUNIT_ALPHA-2/DELTA-RELATED,-2.54405154,1.145189722,0.4464675,1.692324017,1.043921567,1.868956478,31.55007218,23.61614188,8.314673381,-8.849855325
Host,XP_028516144.1,LOC110243445,241,XM_028660343.1,110243445,NW_018386473.1:423826-425374,,BTB/POZ_domain-containing_protein_KCTD8,KCTD8,-,BTB_2_(19-106);H1_KCTD8_12_16_(128-240),K21918:KCTD8_12_16;_BTB/POZ_domain-containing_protein_KCTD8/12/16,PTHR14499:SF68::BTB/POZ_DOMAIN-CONTAINING_PROTEIN_KCTD8,-4.024799451,-0.534247621,-0.619112143,0.798729611,-2.047119586,1.223296173,81.8662358,80.38229557,5.558145776,-9.594130342
Host,XP_028516141.1,LOC110243490,1292,XM_028660340.1,110243490,NW_018386473.1:208283-222811,,-,-,-,AMP-binding_(16-376);AMP-binding_C_(438-510);PP-binding_(538-599);Epimerase_(661-886);3Beta_HSD_(663-854);NAD_binding_4_(663-913);adh_short_(1052-1241);KR_(1054-1217);adh_short_C2_(1060-1271),-,PTHR44845:SF6::CARRIER_DOMAIN-CONTAINING_PROTEIN,-2.410247086,1.294830065,1.041804224,-1.013595423,0.468262496,-0.434284937,60.35566556,61.17236102,6.730586872,-9.548323012
Host,XP_028516116.1,LOC110243347,4532,XM_028660315.1,110243347,NW_018386438.1:112713-160316,,-,VITRN,-,VWA_(21-177);VWA_2_(24-130);Laminin_G_3_(253-401);VWA_(430-584);VWA_2_(433-538);Laminin_G_3_(662-810);VWA_(847-1006);VWA_2_(850-959);VWA_3_(911-998);VWA_(1045-1207);VWA_3_(1045-1190);VWA_2_(1046-1151);Laminin_G_3_(1495-1641);VWA_(1676-1833);VWA_2_(1679-1786);Laminin_G_3_(1908-2054);Laminin_G_3_(2126-2277);Laminin_G_3_(2363-2513);VWA_(2537-2693);VWA_2_(2539-2646);Laminin_G_3_(2778-2928);VWA_(2957-3114);VWA_2_(2959-3066);VWA_3_(3017-3104);Laminin_G_3_(3194-3343);VWA_(3377-3530);VWA_3_(3378-3522);VWA_2_(3380-3483);VWA_(3567-3723);VWA_2_(3569-3677);VWA_3_(3630-3717);WSC_(3761-3829);Laminin_G_3_(4365-4507),K06238:COL6A;_collagen_type_VI_alpha,PTHR47635:SF1::CUB_DOMAIN-CONTAINING_PROTEIN,-4.988054265,-0.48600988,-1.720054638,-2.069711674,-2.08402409,-0.105046864,122.7974377,42.53002098,4.439969471,-9.095985757
Host,XP_028516087.1,LOC110243061,547,XM_028660286.1,110243061,NW_018386383.1:252229-258021,,T-complex_protein_1_subunit_gamma,TCPG,-,Cpn60_TCP1_(29-522),"K09495:CCT3,_TRIC5;_T-complex_protein_1_subunit_gamma",PTHR11353:SF24::T-COMPLEX_PROTEIN_1_SUBUNIT_GAMMA,-3.387791215,0.705046658,1.975724892,-0.445011022,0.489508565,-0.13779014,42.60366711,80.6981544,6.394879203,-8.178477969
Host,XP_028516075.1,LOC110243164,1328,XM_028660274.1,110243164,NW_018386383.1:427098-437868,,-,PDIA3,SP(Sec/SPI),Thioredoxin_(24-125);Thioredoxin_(641-743);Thioredoxin_(858-962);Thioredoxin_6_(993-1181);Thioredoxin_(1205-1308),"K08056:PDIA3,_GRP58;_protein_disulfide-isomerase_A3_[EC:5.3.4.1]",PTHR18929:SF45::PROTEIN_DISULFIDE-ISOMERASE,-2.927420443,-0.808511243,0.528996499,0.492416302,-0.074427595,0.33606453,40.78142699,54.48782518,7.252357399,-9.567134198
Host,XP_028515996.1,LOC110242770,494,XM_028660195.1,110242770,NW_018386297.1:888820-893725,,carboxypeptidase_Q,CBPQ,-,Peptidase_M28_(293-480),K01302:CPQ;_carboxypeptidase_Q_[EC:3.4.17.-],PTHR12053::PROTEASE_FAMILY_M28_PLASMA_GLUTAMATE_CARBOXYPEPTIDASE-RELATED,-3.157932271,1.858782361,-1.099972874,-0.621505773,0.525479399,1.024277214,78.44343857,53.99506218,5.989134828,-10.09622556
Host,XP_028515986.1,LOC110242790,1187,XM_028660185.1,110242790,NW_018386297.1:806107-841871,,protein_transport_protein_Sec31A,SC31A,-,WD40_(120-151);WD40_(251-289);TPR_Sec16_(553-712),K14005:SEC31;_protein_transport_protein_SEC31,PTHR13923:SF23::PROTEIN_TRANSPORT_PROTEIN_SEC31A,-2.574458222,-0.239368939,-0.089520002,1.477284931,-1.416425486,-0.075190137,66.79839072,31.99921032,6.652157133,-9.620383194
Host,XP_028515936.1,LOC110242661,1886,XM_028660135.1,110242661,NW_018386251.1:207321-220687,,protein_piccolo,-,SP(Sec/SPI),-,-,PTHR47968:SF36::CENTROMERE-ASSOCIATED_PROTEIN_E,-1.965791648,0.675235315,2.123077379,-0.231256633,-0.647561082,0.437334405,48.53840779,56.19575247,7.114655163,-8.976371875
Host,XP_028515913.1,LOC110242520,1210,XM_028660112.1,110242520,NW_018386209.1:49351-60672,,"LOW_QUALITY_PROTEIN:_isoleucine--tRNA_ligase,_cytoplasmic-like",SYIC,-,tRNA-synt_1_(64-685);Anticodon_1_(740-887);DUF5915_(906-1076);Ubiquitin_IARS1_(1122-1206),"K01870:IARS,_ileS;_isoleucyl-tRNA_synthetase_[EC:6.1.1.5]",PTHR42780::SOLEUCYL-TRNA_SYNTHETASE,-3.530234362,0.747996253,-0.777447271,0.007949586,-0.639448436,-0.184696503,72.17366535,48.66522404,6.00700688,-9.900073568
Host,XP_028515902.1,LOC110242509,947,XM_028660101.1,110242509,NW_018386200.1:135947-144039,,hemicentin-1_isoform_X1,-,SP(Sec/SPI),TSP_1_(171-220);TSP_1_(228-277);TSP_1_(284-334);VWA_4_(452-609),-,PTHR22906:SF40::SUBFAMILY_NOT_NAMED,-2.366906803,0.376746646,-4.111147695,0.071213006,0.672337143,2.815629951,96.05176967,17.90098104,6.817861092,-11.3658807
Host,XP_028515891.1,LOC110242456,794,XM_028660090.1,110242456,NW_018386199.1:874111-888653,,utrophin,-,-,CH_(37-140);CH_(159-259);Spectrin_(558-666),-,PTHR11915::SPECTRIN/FILAMIN_RELATED_CYTOSKELETAL_PROTEIN,-4.974675378,2.33188308,0.935571212,3.35289549,2.085023285,-3.146559861,32.78812764,71.88586221,6.73455324,-7.96120389
